通用规范字ID,字头,结构,部件,偏旁变体,部首,拼音与部件名称,笔画数,笔顺,笔顺提示
382,再,独体,"一,冉",,一,zài,6,0000000000000000000125211,第四笔是竖，不是横。
383,协,左右,"十,办",,十,xié,6,0000000000000000000125344,
384,西,独体,"一,𠁤",,西,xī,6,0000000000000000000125351,
385,压,半包围,"厂,圡",,厂,yā/yà,6,0000000000000000000131214,
386,厌,半包围,"厂,犬",,厂,yàn,6,0000000000000000000131344,
387,戌,半包围,"戊,一",,戈,xū,6,0000000000000000000131534,
388,在,半包围,"在_1_3,土",,土,zài,6,0000000000000000000132121,
389,百,独体,"一,白",,一,bǎi,6,0000000000000000000132511,
390,有,半包围,"𠂇,月",,⺝,yǒu,6,0000000000000000000132511,
391,存,半包围,"在_1_3,子",,子,cún,6,0000000000000000000132521,
392,而,独体,"一,𦓐",,而,ér,6,0000000000000000000132522,
393,页,独体,"",,页,yè,6,0000000000000000000132534,
394,匠,半包围,"匚,斤",,匚,jiàng,6,0000000000000000000133125,第二笔是撇，不是竖折。
395,夸,上下,"大,亏",,大,kuā,6,0000000000000000000134115,
396,夺,上下,"大,寸",,大,duó,6,0000000000000000000134124,
397,灰,半包围,"𠂇,火",,火,huī,6,0000000000000000000134334,里面的“火”第一笔是点，不是撇。
398,达,半包围,"大,辶",,辶,dá,6,0000000000000000000013454,
399,列,左右,"歹,刂",,歹,liè,6,0000000000000000000135422,
400,死,半包围,"歹,匕",,歹,sǐ,6,0000000000000000000135435,里面的“匕”第一笔是撇，不是竖弯钩。
401,成,半包围,"戊,𠃌",,戈,chéng,6,0000000000000000000135534,
402,夹,独体,"夫,丷",,一,jiā/gā/jiá,6,0000000000000000000143134,
403,夷,独体,"大,弓",,一,yí,6,0000000000000000000151534,
404,轨,左右,"车,九",,车,guǐ,6,0000000000000000000152135,“车”用作左偏旁时最后一笔是提，不是竖。右面的“九”第一笔是撇，不是横折弯钩。
405,邪,左右,"牙,阝",,牙,xié,6,0000000000000000000152352,
406,尧,上下,"尧_1_3,兀",,兀,yáo,6,0000000000000000000153135,
407,划,左右,"戈,刂",,戈,huá/huà,6,0000000000000000000153422,
408,迈,半包围,"万,辶",,辶,mài,6,0000000000000000000153454,里面的“万”第二笔是横折钩，不是撇。
409,毕,上下,"比,十",,比,bì,6,0000000000000000000153512,上面的“比”第一笔是横，不是竖提，第三笔是撇，不是竖弯钩。
410,至,上下,"𠫔,土",,至,zhì,6,0000000000000000000154121,
411,此,左右,"止,匕",,止,cǐ,6,0000000000000000000212135,右面的“匕”第一笔是撇，不是竖弯钩。
412,贞,上下,"⺊,贝",,⺊,zhēn,6,0000000000000000000212534,
413,师,左右,"师_1_2,帀",,丨,shī,6,0000000000000000000231252,
414,尘,上下,"小,土",,小,chén,6,0000000000000000000234121,
415,尖,上下,"小,大",,小,jiān,6,0000000000000000000234134,
416,劣,上下,"少,力",,力,liè,6,0000000000000000000234353,
417,光,上下,"⺌,兀",,,guāng,6,0000000000000000000243135,
418,当,上下,"⺌,彐",,,dāng/dàng,6,0000000000000000000243511,
419,早,上下,"日,十",,日,zǎo,6,0000000000000000000251112,
420,吁,左右,"口,于",,口,xū/yū/yù,6,0000000000000000000251112,
421,吐,左右,"口,土",,口,tǔ/tù,6,0000000000000000000251121,
422,吓,左右,"口,下",,口,xià/hè,6,0000000000000000000251124,
423,虫,独体,"",,虫,chóng,6,0000000000000000000251214,
424,曲,独体,"",,丨,qū/qǔ,6,0000000000000000000251221,
425,团,全包围,"囗,才",,囗,tuán,6,0000000000000000000251231,
426,吕,上下,"口,口",,口,lǚ,6,0000000000000000000251251,
427,同,半包围,"𠔼,口",,冂,tóng,6,0000000000000000000251251,
428,吊,上下,"口,巾",,口,diào,6,0000000000000000000251252,
429,吃,左右,"口,乞",,口,chī,6,0000000000000000000251315,
430,因,全包围,"囗,大",,囗,yīn,6,0000000000000000000251341,
431,吸,左右,"口,及",,口,xī,6,0000000000000000000251354,
432,吗,左右,"口,马",,口,má/mǎ/ma,6,0000000000000000000251551,
433,吆,左右,"口,幺",,口,yāo,6,0000000000000000000251554,
434,屿,左右,"山,与",,山,yǔ,6,0000000000000000000252151,
435,屹,左右,"山,乞",,山,yì,6,0000000000000000000252315,
436,岁,上下,"山,夕",,山,suì,6,0000000000000000000252354,
437,帆,左右,"巾,凡",,巾,fān,6,0000000000000000000252354,
438,回,全包围,"囗,口",,囗,huí,6,0000000000000000000252511,
439,岂,上下,"山,己",,山,qǐ,6,0000000000000000000252515,
440,则,左右,"贝,刂",,贝,zé,6,0000000000000000000253422,
441,刚,左右,"冈,刂",,刂,gāng,6,0000000000000000000253422,
442,网,半包围,"冂,㐅,㐅",,冂,wǎng,6,0000000000000000000253434,
443,肉,独体,"冂,仌",月,肉,ròu,6,0000000000000000000253434,
444,年,独体,"",,丿,nián,6,0000000000000000000311212,
445,朱,独体,"𠂉,木",,丿,zhū,6,0000000000000000000311234,
446,先,上下,"𠂒,儿",,儿,xiān,6,0000000000000000000312135,
447,丢,上下,"丿,去",,厶,diū,6,0000000000000000000312154,
448,廷,半包围,"廴,壬",,廴,tíng,6,0000000000000000000312154,
449,舌,上下,"千,口",,舌,shé,6,0000000000000000000312251,
450,竹,左右,"",,竹,zhú,6,0000000000000000000312312,
451,迁,半包围,"千,辶",,辶,qiān,6,0000000000000000000312454,
452,乔,上下,"夭,齐_5_6",,丿,qiáo,6,0000000000000000000313432,
453,迄,半包围,"乞,辶",,辶,qì,6,0000000000000000000315454,
454,伟,左右,"亻,韦",,亻,wěi,6,0000000000000000000321152,
455,传,左右,"亻,专",,亻,chuán/zhuàn,6,0000000000000000000321154,
456,乒,上下,"丘,丿",,丿,pīng,6,0000000000000000000321213,
457,乓,上下,"丘,丶",,丿,pāng,6,0000000000000000000321214,
458,休,左右,"亻,木",,亻,xiū,6,0000000000000000000321234,
459,伍,左右,"亻,五",,亻,wǔ,6,0000000000000000000321251,
460,伏,左右,"亻,犬",,亻,fú,6,0000000000000000000321344,
461,优,左右,"亻,尤",,亻,yōu,6,0000000000000000000321354,
462,臼,独体,"",,臼,jiù,6,0000000000000000000321511,第三笔是横，不是横折。
463,伐,左右,"亻,戈",,亻,fá,6,0000000000000000000321534,
464,延,半包围,"廴,延_1_4",,廴,yán,6,0000000000000000000321554,
465,仲,左右,"亻,中",,亻,zhòng,6,0000000000000000000322512,
466,件,左右,"亻,牛",,亻,jiàn,6,0000000000000000000323112,
467,任,左右,"亻,壬",,亻,rèn/rén,6,0000000000000000000323121,
468,伤,左右,"亻,伤_3_6",,亻,shāng,6,0000000000000000000323153,
469,价,左右,"亻,介",,亻,jià/jie,6,0000000000000000000323432,
470,伦,左右,"亻,仑",,亻,lún,6,0000000000000000000323435,右面的“匕”第一笔是撇，不是竖弯钩。
471,份,左右,"亻,分",,亻,fèn,6,0000000000000000000323453,
472,华,上下,"化,十",,十,huá/huà,6,0000000000000000000323512,上面的“化”第三笔是撇，不是竖弯钩。
473,仰,左右,"亻,卬",,亻,yǎng,6,0000000000000000000323552,
474,仿,左右,"亻,方",,亻,fǎng,6,0000000000000000000324153,右面的“方”第三笔是横折钩，不是撇。
475,伙,左右,"亻,火",,亻,huǒ,6,0000000000000000000324334,右面的“火”第一笔是点，不是撇。
476,伪,左右,"亻,为",,亻,wěi,6,0000000000000000000324354,右面的“为”第一笔是点，不是横折钩。
477,自,独体,"",,自,zì,6,0000000000000000000325111,
478,伊,左右,"亻,尹",,亻,yī,6,0000000000000000000325113,
479,血,独体,"丿,皿",,血,xuè/xiě,6,0000000000000000000325221,
480,向,半包围,"向_1_3,口",,丿,xiàng,6,0000000000000000000325251,
481,似,左右,"亻,以",,亻,sì/shì,6,0000000000000000000325434,右面的“以”第一笔是竖提，不是点。
482,后,半包围,"𠂋,口",,𠂆,hòu,6,0000000000000000000331251,
483,行,左右,"彳,亍",,彳,háng/xíng,6,0000000000000000000332112,
484,舟,独体,"",,舟,zhōu,6,0000000000000000000335414,第四笔是点，不是横。
485,全,上下,"人,王",,人,quán,6,0000000000000000000341121,
486,会,上下,"人,云",,人,huì,6,0000000000000000000341154,
487,杀,上下,"㐅,木",,木,shā,6,0000000000000000000341234,
488,合,上下,"亼,口",,人,hé,6,0000000000000000000341251,
489,兆,左右,"",,儿,zhào,6,0000000000000000000341534,
490,企,上下,"人,止",,人,qǐ,6,0000000000000000000342121,
491,众,上下,"人,从",,人,zhòng,6,0000000000000000000343434,
492,爷,上下,"父,卩",,父,yé,6,0000000000000000000343452,
493,伞,上下,"",,人,sǎn,6,0000000000000000000344312,
494,创,左右,"仓,刂",,刂,chuāng/chuàng,6,0000000000000000000345522,
495,肌,左右,"月,几",,月,jī,6,0000000000000000000351135,
496,肋,左右,"月,力",,月,lèi,6,0000000000000000000351153,
497,朵,上下,"𠘧,木",,几,duǒ,6,0000000000000000000351234,
498,杂,上下,"九,木",,木,zá,6,0000000000000000000351234,上面的“九”第一笔是撇，不是横折弯钩。
499,危,半包围,"厃,㔾",,,wēi,6,0000000000000000000351355,
500,旬,半包围,"勹,日",,勹,xún,6,0000000000000000000352511,
501,旨,上下,"匕,日",,匕,zhǐ,6,0000000000000000000352511,上面的“匕”第一笔是撇，不是竖弯钩。
502,旭,半包围,"九,日",,日,xù,6,0000000000000000000352511,外面的“九”第一笔是撇，不是横折弯钩。
503,负,上下,"⺈,贝",,,fù,6,0000000000000000000352534,
504,匈,半包围,"勹,凶",,勹,xiōng,6,0000000000000000000353452,
505,名,上下,"夕,口",,夕,míng,6,0000000000000000000354251,
506,各,上下,"夂,口",,夂,gè,6,0000000000000000000354251,
507,多,上下,"夕,夕",,夕,duō,6,0000000000000000000354354,
508,争,上下,"⺈,尹",,,zhēng,6,0000000000000000000355112,
509,色,上下,"⺈,巴",,色,sè/shǎi,6,0000000000000000000355215,
510,壮,左右,"丬,士",,丬,zhuàng,6,0000000000000000000412121,
511,冲,左右,"冫,中",,冫,chōng/chòng,6,0000000000000000000412512,
512,妆,左右,"丬,女",,丬,zhuāng,6,0000000000000000000412531,右面的“女”第一笔是撇点，不是横。
513,冰,左右,"冫,水",,冫,bīng,6,0000000000000000000412534,
514,庄,半包围,"广,土",,广,zhuāng,6,0000000000000000000413121,
515,庆,半包围,"广,大",,广,qìng,6,0000000000000000000413134,
516,亦,独体,"亠,赤_4_7",,亠,yì,6,0000000000000000000413234,
517,刘,左右,"文,刂",,文,liú,6,0000000000000000000413422,
518,齐,上下,"文,齐_5_6",,齐,qí,6,0000000000000000000413432,
519,交,上下,"亠,父",,亠,jiāo,6,0000000000000000000413434,
520,衣,独体,"亠,𧘇",衤,衣,yī,6,0000000000000000000413534,
521,次,左右,"冫,欠",,冫,cì,6,0000000000000000000413534,
522,产,独体,"",,立,chǎn,6,0000000000000000000414313,
523,决,左右,"冫,夬",,冫,jué,6,0000000000000000000415134,
524,亥,独体,"",,亠,hài,6,0000000000000000000415334,
525,充,上下,"𠫓,儿",,亠,chōng,6,0000000000000000000415435,
526,妄,上下,"亡,女",,女,wàng,6,0000000000000000000415531,下面的“女”第一笔是撇点，不是横。
527,闭,半包围,"门,才",,门,bì,6,0000000000000000000425123,
528,问,半包围,"门,口",,门,wèn,6,0000000000000000000425251,
529,闯,半包围,"门,马",,门,chuǎng,6,0000000000000000000425551,
530,羊,独体,"䒑,奉_6_8",,羊,yáng,6,0000000000000000000431112,
531,并,上下,"丷,开",,丷,bìng/bīng,6,0000000000000000000431132,
532,关,上下,"丷,天",,丷,guān,6,0000000000000000000431134,
533,米,独体,"丷,木",,米,mǐ,6,0000000000000000000431234,
534,灯,左右,"火,丁",,火,dēng,6,0000000000000000000433412,左面的“火”第一笔是点，不是撇。
535,州,独体,"",,丶,zhōu,6,0000000000000000000434242,
536,汗,左右,"氵,干",,氵,hàn/hán,6,0000000000000000000441112,
537,污,左右,"氵,亏",,氵,wū,6,0000000000000000000441115,
538,江,左右,"氵,工",,氵,jiāng,6,0000000000000000000441121,
539,汛,左右,"氵,卂",,氵,xùn,6,0000000000000000000441512,
540,池,左右,"氵,也",,氵,chí,6,0000000000000000000441525,
541,汝,左右,"氵,女",,氵,rǔ,6,0000000000000000000441531,右面的“女”第一笔是撇点，不是横。
542,汤,左右,"氵,𠃓",,氵,tāng/shāng,6,0000000000000000000441533,
543,忙,左右,"忄,亡",,忄,máng,6,0000000000000000000442415,
544,兴,上下,"兴_1_4,八",,八,xīng/xìng,6,0000000000000000000443134,
545,宇,上下,"宀,于",,宀,yǔ,6,0000000000000000000445112,
546,守,上下,"宀,寸",,宀,shǒu,6,0000000000000000000445124,
547,宅,上下,"宀,乇",,宀,zhái,6,0000000000000000000445315,
548,字,上下,"宀,子",,宀,zì,6,0000000000000000000445521,
549,安,上下,"宀,女",,宀,ān,6,0000000000000000000445531,下面的“女”第一笔是撇点，不是横。
550,讲,左右,"讠,井",,讠,jiǎng,6,0000000000000000000451132,
551,讳,左右,"讠,韦",,讠,huì,6,0000000000000000000451152,
552,军,上下,"冖,车",,冖,jūn,6,0000000000000000000451512,下面的“车”最后一笔是竖，不是横。
553,讶,左右,"讠,牙",,讠,yà,6,0000000000000000000451523,
554,许,左右,"讠,午",,讠,xǔ,6,0000000000000000000453112,
555,讹,左右,"讠,化",,讠,é,6,0000000000000000000453235,右面的“化”第三笔是撇，不是竖弯钩。
556,论,左右,"讠,仑",,讠,lùn/lún,6,0000000000000000000453435,右面的“匕”第一笔是撇，不是竖弯钩。
557,讼,左右,"讠,公",,讠,sòng,6,0000000000000000000453454,
558,农,独体,"冖,𧘇",,丶,nóng,6,0000000000000000000453534,
559,讽,左右,"讠,风",,讠,fěng,6,0000000000000000000453534,
560,设,左右,"讠,殳",,讠,shè,6,0000000000000000000453554,
561,访,左右,"讠,方",,讠,fǎng,6,0000000000000000000454153,右面的“方”第三笔是横折钩，不是撇。
562,诀,左右,"讠,夬",,讠,jué,6,0000000000000000000455134,
563,寻,上下,"彐,寸",,彐,xún,6,0000000000000000000511124,
564,那,左右,"那_1_4,阝",,右阝,nà/nā,6,0000000000000000000511352,
565,迅,半包围,"卂,辶",,辶,xùn,6,0000000000000000000512454,
566,尽,上下,"尺,⺀",,尸,jǐn/jìn,6,0000000000000000000513444,
567,导,上下,"巳,寸",,巳,dǎo,6,0000000000000000000515124,
568,异,上下,"巳,廾",,巳,yì,6,0000000000000000000515132,
569,弛,左右,"弓,也",,弓,chí,6,0000000000000000000515525,
570,孙,左右,"子,小",,子,sūn,6,0000000000000000000521234,
571,阵,左右,"阝,车",,左阝,zhèn,6,0000000000000000000521512,右面的“车”最后一笔是竖，不是横。
572,阳,左右,"阝,日",,左阝,yáng,6,0000000000000000000522511,
573,收,左右,"丩,攵",,攵,shōu,6,0000000000000000000523134,
574,阶,左右,"阝,介",,左阝,jiē,6,0000000000000000000523432,
575,阴,左右,"阝,月",,左阝,yīn,6,0000000000000000000523511,
576,防,左右,"阝,方",,左阝,fáng,6,0000000000000000000524153,右面的“方”第三笔是横折钩，不是撇。
577,奸,左右,"女,干",,女,jiān,6,0000000000000000000531112,左面的“女”第一笔是撇点，不是横。
578,如,左右,"女,口",,女,rú,6,0000000000000000000531251,左面的“女”第一笔是撇点，不是横。
579,妇,左右,"女,彐",,女,fù,6,0000000000000000000531511,左面的“女”第一笔是撇点，不是横。
580,妃,左右,"女,己",,女,fēi,6,0000000000000000000531515,左面的“女”第一笔是撇点，不是横。
581,好,左右,"女,子",,女,hǎo/hào,6,0000000000000000000531521,左面的“女”第一笔是撇点，不是横。
582,她,左右,"女,也",,女,tā,6,0000000000000000000531525,左面的“女”第一笔是撇点，不是横。
583,妈,左右,"女,马",,女,mā,6,0000000000000000000531551,左面的“女”第一笔是撇点，不是横。
584,戏,左右,"又,戈",,又,xì,6,0000000000000000000541534,
585,羽,左右,"习,习",,羽,yǔ,6,0000000000000000000541541,
586,观,左右,"又,见",,又,guān/guàn,6,0000000000000000000542535,
587,欢,左右,"又,欠",,又,huān,6,0000000000000000000543534,
588,买,独体,"乛,头",,乛,mǎi,6,0000000000000000000544134,
589,红,左右,"纟,工",,纟,hóng,6,0000000000000000000551121,
590,驮,左右,"马,大",,马,tuó/duò,6,0000000000000000000551134,
591,纤,左右,"纟,千",,纟,qiàn/xiān,6,0000000000000000000551312,
592,驯,左右,"马,川",,马,xùn,6,0000000000000000000551322,
593,约,左右,"纟,勺",,纟,yuē/yāo,6,0000000000000000000551354,
594,级,左右,"纟,及",,纟,jí,6,0000000000000000000551354,
595,纪,左右,"纟,己",,纟,jì/jǐ,6,0000000000000000000551515,
596,驰,左右,"马,也",,马,chí,6,0000000000000000000551525,
597,纫,左右,"纟,刃",,纟,rèn,6,0000000000000000000551534,
598,巡,半包围,"巛,辶",,辶,xún,6,0000000000000000000555454,
599,寿,半包围,"丰,寸",,寸,shòu,7,0000000000000000001113124,
600,弄,上下,"王,廾",,王,nòng/lòng,7,0000000000000000001121132,
601,麦,上下,"龶,夂",,麦,mài,7,0000000000000000001121354,
602,玖,左右,"王,久",,王,jiǔ,7,0000000000000000001121354,
603,玛,左右,"王,马",,王,mǎ,7,0000000000000000001121551,
604,形,左右,"开,彡",,彡,xíng,7,0000000000000000001132333,
605,进,半包围,"井,辶",,辶,jìn,7,0000000000000000001132454,
606,戒,半包围,"戈,廾",,戈,jiè,7,0000000000000000001132534,
607,吞,上下,"天,口",,口,tūn,7,0000000000000000001134251,
608,远,半包围,"元,辶",,辶,yuǎn,7,0000000000000000001135454,
609,违,半包围,"韦,辶",,辶,wéi,7,0000000000000000001152454,
610,韧,左右,"韦,刃",,韦,rèn,7,0000000000000000001152534,
611,运,半包围,"云,辶",,辶,yùn,7,0000000000000000001154454,
612,扶,左右,"扌,夫",,扌,fú,7,0000000000000000001211134,
613,抚,左右,"扌,无",,扌,fǔ,7,0000000000000000001211135,
614,坛,左右,"土,云",,土,tán,7,0000000000000000001211154,
615,技,左右,"扌,支",,扌,jì,7,0000000000000000001211254,
616,坏,左右,"土,不",,土,huài,7,0000000000000000001211324,
617,抠,左右,"扌,区",,扌,kōu,7,0000000000000000001211345,右面的“区”第二笔是撇，不是竖折。
618,扰,左右,"扌,尤",,扌,rǎo,7,0000000000000000001211354,
619,扼,左右,"扌,厄",,扌,è,7,0000000000000000001211355,
620,拒,左右,"扌,巨",,扌,jù,7,0000000000000000001211515,右面的“巨”第二笔是横折，不是竖折。
621,找,左右,"扌,戈",,扌,zhǎo,7,0000000000000000001211534,
622,批,左右,"扌,比",,扌,pī,7,0000000000000000001211535,右面的“比”第一笔是横，不是竖提，第三笔是撇，不是竖弯钩。
623,址,左右,"土,止",,土,zhǐ,7,0000000000000000001212121,
624,扯,左右,"扌,止",,扌,chě,7,0000000000000000001212121,
625,走,上下,"土,龰",,走,zǒu,7,0000000000000000001212134,
626,抄,左右,"扌,少",,扌,chāo,7,0000000000000000001212343,
627,贡,上下,"工,贝",,工,gòng,7,0000000000000000001212534,
628,汞,上下,"工,水",,工,gǒng,7,0000000000000000001212534,
629,坝,左右,"土,贝",,土,bà,7,0000000000000000001212534,
630,攻,左右,"工,攵",,工,gōng,7,0000000000000000001213134,
631,赤,上下,"土,赤_4_7",,赤,chì,7,0000000000000000001213234,
632,折,左右,"扌,斤",,扌,zhé/shé/zhē,7,0000000000000000001213312,
633,抓,左右,"扌,爪",,扌,zhuā,7,0000000000000000001213324,
634,扳,左右,"扌,反",,扌,bān,7,0000000000000000001213354,
635,抡,左右,"扌,仑",,扌,lūn,7,0000000000000000001213435,右面的“匕”第一笔是撇，不是竖弯钩。
636,扮,左右,"扌,分",,扌,bàn,7,0000000000000000001213453,
637,抢,左右,"扌,仓",,扌,qiǎng/qiāng,7,0000000000000000001213455,
638,孝,上下,"耂,子",,耂,xiào,7,0000000000000000001213521,
639,坎,左右,"土,欠",,土,kǎn,7,0000000000000000001213534,
640,均,左右,"土,匀",,土,jūn,7,0000000000000000001213541,
